2026-09-20 15:24:41.707751	540	543	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	NULL
2026-09-20 15:24:41.707751	557	543	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	NULL
2026-09-20 15:24:41.707751	557	540	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0
2026-09-20 15:24:41.707751	555	543	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	NULL
2026-09-20 15:24:41.707751	555	540	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0
2026-09-20 15:24:41.707751	555	557	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0
2026-09-20 15:24:41.707751	553	543	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	NULL
2026-09-20 15:24:41.707751	553	540	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0
2026-09-20 15:24:41.707751	553	557	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0
2026-09-20 15:24:41.707751	553	555	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0
2026-09-20 15:24:41.707751	542	543	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	NULL
2026-09-20 15:24:41.707751	542	540	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0
2026-09-20 15:24:41.707751	542	557	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0
2026-09-20 15:24:41.707751	542	555	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0	UPDATE coupon_stock         SE ...  = 25           AND remain > 0
