2026-09-19 19:27:50.359817	6612	6559	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6612	6620	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6612	6608	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6612	6563	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6612	6564	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6612	6556	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6612	6614	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6612	6615	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6559	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6620	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6608	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6563	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6564	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6556	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6614	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6615	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6604	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6530	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6605	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6618	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6537	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6616	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
2026-09-19 19:27:50.359817	6601	6602	`givemeticon_loadtest`.`coupon_stock`	PRIMARY	0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0	UPDATE coupon_stock         SE ...  = 10           AND remain > 0
